LAST SEEN   TYPE      REASON                         OBJECT                                                       MESSAGE
24m         Normal    SuccessfulDelete               replicaset/life-assistant-frontend-bbbc79df6                 Deleted pod: life-assistant-frontend-bbbc79df6-wlwfq
24m         Normal    Killing                        pod/life-assistant-frontend-bbbc79df6-wlwfq                  Stopping container frontend
24m         Warning   Unhealthy                      pod/life-assistant-api-gateway-789b5d7b79-596lw              Readiness probe failed: Get "http://10.42.0.181:8080/actuator/health/readiness": dial tcp 10.42.0.181:8080: connect: connection refused
24m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Liveness probe failed: Get "http://10.42.0.199:8081/api/health": dial tcp 10.42.0.199:8081: connect: connection refused
24m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-462m6         Liveness probe failed: Get "http://10.42.0.198:8081/api/health": dial tcp 10.42.0.198:8081: connect: connection refused
24m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-462m6         Readiness probe failed: Get "http://10.42.0.198:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
24m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Readiness probe failed: Get "http://10.42.0.199:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
24m         Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5d8996d9c5           Created pod: life-assistant-order-service-5d8996d9c5-c8rps
24m         Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled up replica set life-assistant-order-service-5d8996d9c5 from 0 to 1
24m         Normal    Started                        pod/life-assistant-order-service-5d8996d9c5-c8rps            Container started
24m         Normal    Created                        pod/life-assistant-order-service-5d8996d9c5-c8rps            Container created
24m         Normal    Pulled                         pod/life-assistant-order-service-5d8996d9c5-c8rps            Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
23m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-api-gateway           failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
23m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-api-gateway           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
23m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-order-service         failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
23m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-order-service         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
23m         Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-c8rps            Readiness probe failed: Get "http://10.42.0.201:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
22m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-order-service         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
22m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-order-service         failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
22m         Normal    Created                        pod/life-assistant-api-gateway-776675b754-f2sfr              Container created
22m         Normal    Started                        pod/life-assistant-api-gateway-776675b754-f2sfr              Container started
22m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 2; reason: cpu resource utilization (percentage of request) above target
22m         Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-776675b754             Created pod: life-assistant-api-gateway-776675b754-f2sfr
22m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-776675b754 from 1 to 2
22m         Normal    Pulled                         pod/life-assistant-api-gateway-776675b754-f2sfr              Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
19m         Normal    Killing                        pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Stopping container merchant-service
19m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-59d8984b4f        Deleted pod: life-assistant-merchant-service-59d8984b4f-ngk5x
19m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Readiness probe failed: Get "http://10.42.0.199:8081/api/health": dial tcp 10.42.0.199:8081: connect: connection refused
17m         Normal    SuccessfulDelete               replicaset/life-assistant-api-gateway-776675b754             Deleted pod: life-assistant-api-gateway-776675b754-f2sfr
17m         Normal    Killing                        pod/life-assistant-api-gateway-776675b754-f2sfr              Stopping container api-gateway
17m         Normal    Killing                        pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Stopping container merchant-service
17m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled down replica set life-assistant-api-gateway-776675b754 from 2 to 1
17m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-59d8984b4f        Deleted pod: life-assistant-merchant-service-59d8984b4f-xtdt6
17m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 1; reason: All metrics below target
17m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 1; reason: All metrics below target
17m         Warning   Unhealthy                      pod/life-assistant-api-gateway-776675b754-f2sfr              Readiness probe failed: HTTP probe failed with statuscode: 503
17m         Warning   Unhealthy                      pod/life-assistant-api-gateway-776675b754-f2sfr              Readiness probe failed: Get "http://10.42.0.202:8080/actuator/health/readiness": dial tcp 10.42.0.202:8080: connect: connection refused
16m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Readiness probe failed: Get "http://10.42.0.191:8081/api/health": dial tcp 10.42.0.191:8081: connect: connection refused
13m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-b9566645f         Created pod: life-assistant-merchant-service-b9566645f-9b7gr
13m         Normal    Pulled                         pod/life-assistant-merchant-service-b9566645f-9b7gr          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
13m         Normal    Created                        pod/life-assistant-merchant-service-b9566645f-9b7gr          Container created
13m         Normal    Started                        pod/life-assistant-merchant-service-b9566645f-9b7gr          Container started
12m         Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-9b7gr          Readiness probe failed: Get "http://10.42.0.203:8081/api/health": dial tcp 10.42.0.203:8081: connect: connection refused
12m         Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-9b7gr          Readiness probe failed: Get "http://10.42.0.203:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
12m         Normal    Killing                        pod/life-assistant-merchant-service-59d8984b4f-462m6         Stopping container merchant-service
12m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-59d8984b4f        Deleted pod: life-assistant-merchant-service-59d8984b4f-462m6
12m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-462m6         Readiness probe failed: Get "http://10.42.0.198:8081/api/health": dial tcp 10.42.0.198:8081: connect: connection refused
12m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-merchant-service      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
12m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-merchant-service      failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
10m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-order-service         New size: 2; reason: cpu resource utilization (percentage of request) above target
10m         Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled up replica set life-assistant-order-service-5d8996d9c5 from 1 to 2
10m         Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5d8996d9c5           Created pod: life-assistant-order-service-5d8996d9c5-vhzw6
10m         Normal    Pulled                         pod/life-assistant-order-service-5d8996d9c5-vhzw6            Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
10m         Normal    Created                        pod/life-assistant-order-service-5d8996d9c5-vhzw6            Container created
10m         Normal    Started                        pod/life-assistant-order-service-5d8996d9c5-vhzw6            Container started
9m58s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 3; reason: cpu resource utilization (percentage of request) above target
9m58s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-b9566645f         Created pod: life-assistant-merchant-service-b9566645f-dbwm9
9m58s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-b9566645f         Created pod: life-assistant-merchant-service-b9566645f-rvpvk
9m57s       Normal    Created                        pod/life-assistant-merchant-service-b9566645f-dbwm9          Container created
9m57s       Normal    Pulled                         pod/life-assistant-merchant-service-b9566645f-dbwm9          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
9m57s       Normal    Started                        pod/life-assistant-merchant-service-b9566645f-rvpvk          Container started
9m57s       Normal    Created                        pod/life-assistant-merchant-service-b9566645f-rvpvk          Container created
9m57s       Normal    Started                        pod/life-assistant-merchant-service-b9566645f-dbwm9          Container started
9m57s       Normal    Pulled                         pod/life-assistant-merchant-service-b9566645f-rvpvk          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
9m55s       Normal    Killing                        pod/life-assistant-order-service-5d8996d9c5-c8rps            Stopping container order-service
9m55s       Normal    Killing                        pod/life-assistant-order-service-5d8996d9c5-vhzw6            Stopping container order-service
9m55s       Normal    SuccessfulDelete               replicaset/life-assistant-order-service-5d8996d9c5           Deleted pod: life-assistant-order-service-5d8996d9c5-c8rps
9m55s       Normal    SuccessfulDelete               replicaset/life-assistant-order-service-5d8996d9c5           Deleted pod: life-assistant-order-service-5d8996d9c5-vhzw6
9m55s       Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled down replica set life-assistant-order-service-5d8996d9c5 from 2 to 0
9m29s       Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-c8rps            Readiness probe failed: Get "http://10.42.0.201:8083/api/health": dial tcp 10.42.0.201:8083: connect: connection refused
8m58s       Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-rvpvk          Readiness probe failed: Get "http://10.42.0.206:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
8m58s       Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-dbwm9          Readiness probe failed: Get "http://10.42.0.205:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
8m43s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 4; reason: cpu resource utilization (percentage of request) above target
8m42s       Normal    Pulled                         pod/life-assistant-merchant-service-b9566645f-qn6px          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
8m42s       Normal    Created                        pod/life-assistant-merchant-service-b9566645f-qn6px          Container created
8m42s       Normal    Started                        pod/life-assistant-merchant-service-b9566645f-qn6px          Container started
8m42s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-b9566645f         Created pod: life-assistant-merchant-service-b9566645f-qn6px
8m28s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 5; reason: cpu resource utilization (percentage of request) above target
8m28s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-b9566645f         Created pod: life-assistant-merchant-service-b9566645f-5dxww
8m27s       Normal    Started                        pod/life-assistant-merchant-service-b9566645f-5dxww          Container started
8m27s       Normal    Created                        pod/life-assistant-merchant-service-b9566645f-5dxww          Container created
8m27s       Normal    Pulled                         pod/life-assistant-merchant-service-b9566645f-5dxww          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
8m7s        Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled up replica set life-assistant-order-service-5d8996d9c5 from 0 to 2
8m7s        Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5d8996d9c5           Created pod: life-assistant-order-service-5d8996d9c5-lfjvh
8m7s        Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5d8996d9c5           Created pod: life-assistant-order-service-5d8996d9c5-nc9ll
8m6s        Normal    Created                        pod/life-assistant-order-service-5d8996d9c5-lfjvh            Container created
8m6s        Normal    Pulled                         pod/life-assistant-order-service-5d8996d9c5-lfjvh            Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
8m6s        Normal    Started                        pod/life-assistant-order-service-5d8996d9c5-nc9ll            Container started
8m6s        Normal    Started                        pod/life-assistant-order-service-5d8996d9c5-lfjvh            Container started
8m6s        Normal    Pulled                         pod/life-assistant-order-service-5d8996d9c5-nc9ll            Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
8m6s        Normal    Created                        pod/life-assistant-order-service-5d8996d9c5-nc9ll            Container created
7m39s       Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-qn6px          Liveness probe failed: Get "http://10.42.0.207:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
7m38s       Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-qn6px          Readiness probe failed: Get "http://10.42.0.207:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
7m30s       Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-5dxww          Readiness probe failed: Get "http://10.42.0.208:8081/api/health": dial tcp 10.42.0.208:8081: connect: connection refused
7m24s       Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-5dxww          Liveness probe failed: Get "http://10.42.0.208:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
7m11s       Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-lfjvh            Readiness probe failed: Get "http://10.42.0.209:8083/api/health": dial tcp 10.42.0.209:8083: connect: connection refused
7m6s        Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-nc9ll            Readiness probe failed: Get "http://10.42.0.210:8083/api/health": dial tcp 10.42.0.210:8083: connect: connection refused
7m3s        Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-lfjvh            Readiness probe failed: Get "http://10.42.0.209:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
6m59s       Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-nc9ll            Readiness probe failed: Get "http://10.42.0.210:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
6m41s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-order-service         failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
6m41s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-order-service         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
6m11s       Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5d8996d9c5           Created pod: life-assistant-order-service-5d8996d9c5-758z6
6m11s       Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5d8996d9c5           Created pod: life-assistant-order-service-5d8996d9c5-2lhwp
6m11s       Normal    Pulled                         pod/life-assistant-order-service-5d8996d9c5-2lhwp            Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
6m11s       Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled up replica set life-assistant-order-service-5d8996d9c5 from 2 to 4
6m11s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-order-service         New size: 4; reason: cpu resource utilization (percentage of request) above target
6m10s       Normal    Created                        pod/life-assistant-order-service-5d8996d9c5-2lhwp            Container created
6m10s       Normal    Created                        pod/life-assistant-order-service-5d8996d9c5-758z6            Container created
6m10s       Normal    Started                        pod/life-assistant-order-service-5d8996d9c5-758z6            Container started
6m10s       Normal    Pulled                         pod/life-assistant-order-service-5d8996d9c5-758z6            Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
6m10s       Normal    Started                        pod/life-assistant-order-service-5d8996d9c5-2lhwp            Container started
5m11s       Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-2lhwp            Readiness probe failed: Get "http://10.42.0.211:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
5m11s       Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-758z6            Readiness probe failed: Get "http://10.42.0.212:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
71s         Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled down replica set life-assistant-order-service-5d8996d9c5 from 4 to 2
71s         Normal    SuccessfulDelete               replicaset/life-assistant-order-service-5d8996d9c5           Deleted pod: life-assistant-order-service-5d8996d9c5-758z6
71s         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-order-service         New size: 2; reason: All metrics below target
71s         Normal    Killing                        pod/life-assistant-order-service-5d8996d9c5-2lhwp            Stopping container order-service
71s         Normal    Killing                        pod/life-assistant-order-service-5d8996d9c5-758z6            Stopping container order-service
71s         Normal    SuccessfulDelete               replicaset/life-assistant-order-service-5d8996d9c5           Deleted pod: life-assistant-order-service-5d8996d9c5-2lhwp
57s         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-b9566645f         Deleted pod: life-assistant-merchant-service-b9566645f-qn6px
57s         Normal    Killing                        pod/life-assistant-merchant-service-b9566645f-dbwm9          Stopping container merchant-service
57s         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-b9566645f         Deleted pod: life-assistant-merchant-service-b9566645f-rvpvk
57s         Normal    Killing                        pod/life-assistant-merchant-service-b9566645f-rvpvk          Stopping container merchant-service
57s         Normal    Killing                        pod/life-assistant-merchant-service-b9566645f-qn6px          Stopping container merchant-service
57s         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   (combined from similar events): Scaled down replica set life-assistant-merchant-service-b9566645f from 5 to 2
57s         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 2; reason: All metrics below target
57s         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-b9566645f         Deleted pod: life-assistant-merchant-service-b9566645f-dbwm9
44s         Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-2lhwp            Readiness probe failed: Get "http://10.42.0.211:8083/api/health": dial tcp 10.42.0.211:8083: connect: connection refused
44s         Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-758z6            Readiness probe failed: Get "http://10.42.0.212:8083/api/health": dial tcp 10.42.0.212:8083: connect: connection refused
41s         Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-qn6px          Readiness probe failed: Get "http://10.42.0.207:8081/api/health": dial tcp 10.42.0.207:8081: connect: connection refused
31s         Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-dbwm9          Readiness probe failed: Get "http://10.42.0.205:8081/api/health": dial tcp 10.42.0.205:8081: connect: connection refused
31s         Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-rvpvk          Readiness probe failed: Get "http://10.42.0.206:8081/api/health": dial tcp 10.42.0.206:8081: connect: connection refused
